"items","support","count"
"{body spray,mineral water}",0.00413278229569391,31
"{body spray,french fries}",0.00426609785361952,32
"{cider,eggs}",0.00426609785361952,32
"{mineral water,nonfat milk}",0.00506599120117318,38
"{pasta,shrimp}",0.00506599120117318,38
"{escalope,pasta}",0.00586588454872684,44
"{extra dark chocolate,mineral water}",0.00573256899080123,43
"{extra dark chocolate,spaghetti}",0.00413278229569391,31
"{gums,mineral water}",0.00493267564324757,37
"{mineral water,white wine}",0.00439941341154513,33
"{spaghetti,white wine}",0.00453272896947074,34
"{fromage blanc,mineral water}",0.00453272896947074,34
"{mineral water,mint}",0.00586588454872684,44
"{black tea,mineral water}",0.0053326223170244,40
"{black tea,spaghetti}",0.00453272896947074,34
"{black tea,eggs}",0.00493267564324757,37
"{black tea,milk}",0.00426609785361952,32
"{mushroom cream sauce,spaghetti}",0.00426609785361952,32
"{chocolate,mushroom cream sauce}",0.00439941341154513,33
"{french fries,mushroom cream sauce}",0.00466604452739635,35
"{escalope,mushroom cream sauce}",0.00573256899080123,43
"{mineral water,tomato sauce}",0.00573256899080123,43
"{spaghetti,tomato sauce}",0.00626583122250367,47
"{chocolate,tomato sauce}",0.00506599120117318,38
"{ground beef,tomato sauce}",0.0053326223170244,40
"{mineral water,strawberries}",0.00506599120117318,38
"{spaghetti,strawberries}",0.00413278229569391,31
"{french fries,strawberries}",0.00573256899080123,43
"{carrots,mineral water}",0.0053326223170244,40
"{carrots,spaghetti}",0.00466604452739635,35
"{mineral water,muffins}",0.00439941341154513,33
"{french fries,muffins}",0.0053326223170244,40
"{light cream,mineral water}",0.00733235568590855,55
"{light cream,spaghetti}",0.0053326223170244,40
"{chicken,light cream}",0.00453272896947074,34
"{mineral water,protein bar}",0.00773230235968538,58
"{protein bar,spaghetti}",0.00506599120117318,38
"{meatballs,mineral water}",0.00773230235968538,58
"{meatballs,spaghetti}",0.00639914678042928,48
"{eggs,meatballs}",0.00439941341154513,33
"{meatballs,milk}",0.00546593787495001,41
"{mineral water,yogurt cake}",0.00559925343287562,42
"{eggs,yogurt cake}",0.00453272896947074,34
"{chocolate,yogurt cake}",0.00439941341154513,33
"{french fries,yogurt cake}",0.00506599120117318,38
"{energy bar,mineral water}",0.00679909345420611,51
"{energy bar,spaghetti}",0.00439941341154513,33
"{eggs,energy bar}",0.00519930675909879,39
"{energy bar,french fries}",0.00479936008532196,36
"{energy bar,milk}",0.00546593787495001,41
"{energy bar,frozen vegetables}",0.00413278229569391,31
"{energy drink,mineral water}",0.00559925343287562,42
"{energy drink,spaghetti}",0.00426609785361952,32
"{eggs,energy drink}",0.00493267564324757,37
"{energy drink,french fries}",0.00613251566457806,46
"{mineral water,rice}",0.00773230235968538,58
"{rice,spaghetti}",0.00506599120117318,38
"{chocolate,rice}",0.0053326223170244,40
"{french fries,rice}",0.00479936008532196,36
"{ground beef,rice}",0.00439941341154513,33
"{mineral water,parmesan cheese}",0.00466604452739635,35
"{parmesan cheese,spaghetti}",0.00679909345420611,51
"{eggs,parmesan cheese}",0.00453272896947074,34
"{chocolate,parmesan cheese}",0.00426609785361952,32
"{frozen vegetables,parmesan cheese}",0.00546593787495001,41
"{almonds,mineral water}",0.00759898680175977,57
"{almonds,spaghetti}",0.00599920010665245,45
"{almonds,eggs}",0.00653246233835489,49
"{almonds,chocolate}",0.00599920010665245,45
"{almonds,french fries}",0.00439941341154513,33
"{almonds,milk}",0.00519930675909879,39
"{almonds,green tea}",0.00506599120117318,38
"{almonds,burgers}",0.00519930675909879,39
"{light mayo,mineral water}",0.00626583122250367,47
"{eggs,light mayo}",0.00546593787495001,41
"{chocolate,light mayo}",0.00506599120117318,38
"{french fries,light mayo}",0.00733235568590855,55
"{green tea,light mayo}",0.00439941341154513,33
"{frozen vegetables,light mayo}",0.00439941341154513,33
"{light mayo,pancakes}",0.00546593787495001,41
"{mineral water,vegetables mix}",0.00786561791761099,59
"{spaghetti,vegetables mix}",0.00559925343287562,42
"{eggs,vegetables mix}",0.00479936008532196,36
"{chocolate,vegetables mix}",0.00479936008532196,36
"{french fries,vegetables mix}",0.00559925343287562,42
"{milk,vegetables mix}",0.00439941341154513,33
"{green tea,vegetables mix}",0.00506599120117318,38
"{frozen vegetables,vegetables mix}",0.00439941341154513,33
"{french wine,mineral water}",0.00826556459138782,62
"{french wine,spaghetti}",0.00773230235968538,58
"{eggs,french wine}",0.00599920010665245,45
"{chocolate,french wine}",0.00519930675909879,39
"{french wine,milk}",0.00493267564324757,37
"{french wine,pancakes}",0.00413278229569391,31
"{burgers,french wine}",0.00413278229569391,31
"{mineral water,oil}",0.00733235568590855,55
"{oil,spaghetti}",0.00573256899080123,43
"{chocolate,oil}",0.00613251566457806,46
"{milk,oil}",0.00413278229569391,31
"{green tea,oil}",0.00413278229569391,31
"{fresh tuna,mineral water}",0.00879882682309025,66
"{fresh tuna,spaghetti}",0.00679909345420611,51
"{eggs,fresh tuna}",0.00586588454872684,44
"{chocolate,fresh tuna}",0.00479936008532196,36
"{fresh tuna,milk}",0.00479936008532196,36
"{fresh tuna,frozen vegetables}",0.00413278229569391,31
"{fresh tuna,pancakes}",0.00506599120117318,38
"{mineral water,pepper}",0.00826556459138782,62
"{pepper,spaghetti}",0.00986535128649513,74
"{eggs,pepper}",0.00466604452739635,35
"{chocolate,pepper}",0.00639914678042928,48
"{milk,pepper}",0.00506599120117318,38
"{green tea,pepper}",0.00519930675909879,39
"{ground beef,pepper}",0.00653246233835489,49
"{pancakes,pepper}",0.00479936008532196,36
"{ham,mineral water}",0.00919877349686708,69
"{ham,spaghetti}",0.00919877349686708,69
"{eggs,ham}",0.00626583122250367,47
"{chocolate,ham}",0.00626583122250367,47
"{french fries,ham}",0.00559925343287562,42
"{ham,milk}",0.00493267564324757,37
"{green tea,ham}",0.00493267564324757,37
"{ground beef,ham}",0.00493267564324757,37
"{ham,pancakes}",0.00453272896947074,34
"{burgers,ham}",0.00559925343287562,42
"{ham,whole wheat rice}",0.00426609785361952,32
"{cereals,mineral water}",0.010265297960272,77
"{cereals,spaghetti}",0.0066657778962805,50
"{cereals,chocolate}",0.00559925343287562,42
"{cereals,french fries}",0.00479936008532196,36
"{cereals,milk}",0.00706572457005733,53
"{cereals,green tea}",0.00653246233835489,49
"{cereals,ground beef}",0.00453272896947074,34
"{cereals,frozen vegetables}",0.00426609785361952,32
"{cereals,pancakes}",0.00466604452739635,35
"{mineral water,red wine}",0.0109318757499,82
"{red wine,spaghetti}",0.010265297960272,77
"{eggs,red wine}",0.00706572457005733,53
"{chocolate,red wine}",0.00493267564324757,37
"{french fries,red wine}",0.0053326223170244,40
"{green tea,red wine}",0.00466604452739635,35
"{ground beef,red wine}",0.00479936008532196,36
"{butter,spaghetti}",0.00626583122250367,47
"{butter,eggs}",0.00613251566457806,46
"{butter,chocolate}",0.00826556459138782,62
"{butter,french fries}",0.00613251566457806,46
"{butter,milk}",0.00613251566457806,46
"{butter,green tea}",0.00733235568590855,55
"{butter,pancakes}",0.00413278229569391,31
"{butter,low fat yogurt}",0.00439941341154513,33
"{butter,chicken}",0.00426609785361952,32
"{mineral water,whole wheat pasta}",0.00959872017064391,72
"{spaghetti,whole wheat pasta}",0.00879882682309025,66
"{eggs,whole wheat pasta}",0.00493267564324757,37
"{chocolate,whole wheat pasta}",0.00626583122250367,47
"{french fries,whole wheat pasta}",0.00546593787495001,41
"{milk,whole wheat pasta}",0.00986535128649513,74
"{green tea,whole wheat pasta}",0.00519930675909879,39
"{ground beef,whole wheat pasta}",0.00453272896947074,34
"{frozen vegetables,whole wheat pasta}",0.00493267564324757,37
"{pancakes,whole wheat pasta}",0.00466604452739635,35
"{olive oil,whole wheat pasta}",0.0079989334755366,60
"{cottage cheese,mineral water}",0.00959872017064391,72
"{cottage cheese,spaghetti}",0.00693240901213172,52
"{cottage cheese,eggs}",0.00559925343287562,42
"{chocolate,cottage cheese}",0.00493267564324757,37
"{cottage cheese,french fries}",0.00586588454872684,44
"{cottage cheese,milk}",0.00466604452739635,35
"{cottage cheese,green tea}",0.00639914678042928,48
"{cottage cheese,frozen vegetables}",0.00413278229569391,31
"{cottage cheese,pancakes}",0.00519930675909879,39
"{cake,cottage cheese}",0.00439941341154513,33
"{cottage cheese,frozen smoothie}",0.00493267564324757,37
"{hot dogs,mineral water}",0.00919877349686708,69
"{hot dogs,spaghetti}",0.00866551126516464,65
"{chocolate,hot dogs}",0.00546593787495001,41
"{french fries,hot dogs}",0.00733235568590855,55
"{hot dogs,milk}",0.00439941341154513,33
"{green tea,hot dogs}",0.0066657778962805,50
"{hot dogs,pancakes}",0.00426609785361952,32
"{frozen smoothie,hot dogs}",0.00479936008532196,36
"{mineral water,tomato juice}",0.00959872017064391,72
"{spaghetti,tomato juice}",0.00746567124383416,56
"{eggs,tomato juice}",0.00506599120117318,38
"{chocolate,tomato juice}",0.00586588454872684,44
"{french fries,tomato juice}",0.00706572457005733,53
"{milk,tomato juice}",0.00573256899080123,43
"{green tea,tomato juice}",0.00626583122250367,47
"{frozen vegetables,tomato juice}",0.00493267564324757,37
"{pancakes,tomato juice}",0.00493267564324757,37
"{fresh bread,tomato juice}",0.00426609785361952,32
"{brownies,mineral water}",0.00959872017064391,72
"{brownies,spaghetti}",0.00733235568590855,55
"{brownies,eggs}",0.00733235568590855,55
"{brownies,chocolate}",0.00493267564324757,37
"{brownies,french fries}",0.00786561791761099,59
"{brownies,milk}",0.00546593787495001,41
"{brownies,green tea}",0.0066657778962805,50
"{brownies,ground beef}",0.00493267564324757,37
"{brownies,frozen vegetables}",0.00439941341154513,33
"{brownies,pancakes}",0.00546593787495001,41
"{brownies,cake}",0.00546593787495001,41
"{champagne,mineral water}",0.00746567124383416,56
"{champagne,spaghetti}",0.0066657778962805,50
"{champagne,eggs}",0.0066657778962805,50
"{champagne,chocolate}",0.0115984535395281,87
"{champagne,french fries}",0.00933208905479269,70
"{champagne,milk}",0.0053326223170244,40
"{champagne,green tea}",0.00826556459138782,62
"{champagne,frozen vegetables}",0.00479936008532196,36
"{champagne,pancakes}",0.00506599120117318,38
"{champagne,frozen smoothie}",0.00466604452739635,35
"{avocado,mineral water}",0.0115984535395281,87
"{avocado,spaghetti}",0.0079989334755366,60
"{avocado,eggs}",0.00559925343287562,42
"{avocado,chocolate}",0.00706572457005733,53
"{avocado,french fries}",0.0079989334755366,60
"{avocado,milk}",0.00746567124383416,56
"{avocado,green tea}",0.00626583122250367,47
"{avocado,frozen vegetables}",0.00466604452739635,35
"{avocado,pancakes}",0.00439941341154513,33
"{avocado,burgers}",0.00453272896947074,34
"{avocado,cake}",0.00426609785361952,32
"{avocado,frozen smoothie}",0.00506599120117318,38
"{avocado,soup}",0.00439941341154513,33
"{cookies,french fries,green tea}",0.00466604452739635,35
"{cookies,mineral water}",0.00746567124383416,56
"{cookies,spaghetti}",0.0079989334755366,60
"{cookies,eggs}",0.0105319290761232,79
"{chocolate,cookies}",0.0103986135181976,78
"{cookies,french fries}",0.013331555792561,100
"{cookies,milk}",0.00439941341154513,33
"{cookies,green tea}",0.0119984002133049,90
"{cookies,ground beef}",0.00439941341154513,33
"{cookies,pancakes}",0.00519930675909879,39
"{burgers,cookies}",0.00559925343287562,42
"{cookies,shrimp}",0.00413278229569391,31
"{cookies,low fat yogurt}",0.0053326223170244,40
"{fresh bread,mineral water}",0.013331555792561,100
"{fresh bread,spaghetti}",0.00906545793894147,68
"{eggs,fresh bread}",0.00866551126516464,65
"{chocolate,fresh bread}",0.00946540461271831,71
"{french fries,fresh bread}",0.00826556459138782,62
"{fresh bread,milk}",0.00919877349686708,69
"{fresh bread,green tea}",0.00639914678042928,48
"{fresh bread,ground beef}",0.00613251566457806,46
"{fresh bread,frozen vegetables}",0.00679909345420611,51
"{fresh bread,pancakes}",0.0053326223170244,40
"{cake,fresh bread}",0.00439941341154513,33
"{fresh bread,shrimp}",0.00519930675909879,39
"{fresh bread,olive oil}",0.00506599120117318,38
"{fresh bread,tomatoes}",0.00466604452739635,35
"{fresh bread,low fat yogurt}",0.00426609785361952,32
"{fresh bread,frozen smoothie}",0.00426609785361952,32
"{chicken,fresh bread}",0.00519930675909879,39
"{milk,mineral water,salmon}",0.00439941341154513,33
"{chocolate,mineral water,salmon}",0.00453272896947074,34
"{mineral water,salmon,spaghetti}",0.00679909345420611,51
"{mineral water,salmon}",0.0170643914144781,128
"{salmon,spaghetti}",0.0134648713504866,101
"{eggs,salmon}",0.00826556459138782,62
"{chocolate,salmon}",0.0106652446340488,80
"{french fries,salmon}",0.00586588454872684,44
"{milk,salmon}",0.00973203572856952,73
"{green tea,salmon}",0.00586588454872684,44
"{ground beef,salmon}",0.00893214238101587,67
"{frozen vegetables,salmon}",0.00626583122250367,47
"{pancakes,salmon}",0.00426609785361952,32
"{burgers,salmon}",0.00453272896947074,34
"{salmon,shrimp}",0.00466604452739635,35
"{olive oil,salmon}",0.00573256899080123,43
"{salmon,tomatoes}",0.00493267564324757,37
"{frozen smoothie,salmon}",0.00506599120117318,38
"{salmon,turkey}",0.00413278229569391,31
"{grated cheese,salmon}",0.00519930675909879,39
"{honey,mineral water}",0.0150646580455939,113
"{honey,spaghetti}",0.0118650846553793,89
"{eggs,honey}",0.00573256899080123,43
"{chocolate,honey}",0.0079989334755366,60
"{french fries,honey}",0.00893214238101587,67
"{honey,milk}",0.00773230235968538,58
"{green tea,honey}",0.00933208905479269,70
"{ground beef,honey}",0.00679909345420611,51
"{frozen vegetables,honey}",0.00759898680175977,57
"{honey,pancakes}",0.0066657778962805,50
"{burgers,honey}",0.00626583122250367,47
"{cake,honey}",0.00439941341154513,33
"{honey,shrimp}",0.00439941341154513,33
"{honey,olive oil}",0.00479936008532196,36
"{honey,tomatoes}",0.0053326223170244,40
"{frozen smoothie,honey}",0.00586588454872684,44
"{chicken,honey}",0.00413278229569391,31
"{honey,turkey}",0.00573256899080123,43
"{grated cheese,honey}",0.00413278229569391,31
"{ground beef,herb & pepper,mineral water}",0.0066657778962805,50
"{ground beef,herb & pepper,spaghetti}",0.00639914678042928,48
"{eggs,ground beef,herb & pepper}",0.00413278229569391,31
"{herb & pepper,milk,mineral water}",0.00413278229569391,31
"{eggs,herb & pepper,mineral water}",0.0053326223170244,40
"{eggs,herb & pepper,spaghetti}",0.00479936008532196,36
"{herb & pepper,mineral water,spaghetti}",0.00599920010665245,45
"{herb & pepper,mineral water}",0.0170643914144781,128
"{herb & pepper,spaghetti}",0.0162644980669244,122
"{eggs,herb & pepper}",0.0125316624450073,94
"{chocolate,herb & pepper}",0.00906545793894147,68
"{french fries,herb & pepper}",0.00693240901213172,52
"{herb & pepper,milk}",0.00919877349686708,69
"{green tea,herb & pepper}",0.00639914678042928,48
"{ground beef,herb & pepper}",0.0159978669510732,120
"{frozen vegetables,herb & pepper}",0.00599920010665245,45
"{herb & pepper,pancakes}",0.00733235568590855,55
"{burgers,herb & pepper}",0.00413278229569391,31
"{cake,herb & pepper}",0.00453272896947074,34
"{herb & pepper,shrimp}",0.00706572457005733,53
"{herb & pepper,olive oil}",0.00506599120117318,38
"{herb & pepper,tomatoes}",0.00439941341154513,33
"{herb & pepper,low fat yogurt}",0.00586588454872684,44
"{chicken,herb & pepper}",0.00493267564324757,37
"{herb & pepper,turkey}",0.00479936008532196,36
"{cooking oil,herb & pepper}",0.0053326223170244,40
"{grated cheese,herb & pepper}",0.00653246233835489,49
"{grated cheese,ground beef,mineral water}",0.00506599120117318,38
"{grated cheese,ground beef,spaghetti}",0.0053326223170244,40
"{eggs,grated cheese,mineral water}",0.00439941341154513,33
"{eggs,grated cheese,spaghetti}",0.00426609785361952,32
"{grated cheese,mineral water,spaghetti}",0.00626583122250367,47
"{grated cheese,mineral water}",0.0174643380882549,131
"{grated cheese,spaghetti}",0.0165311291827756,124
"{eggs,grated cheese}",0.00906545793894147,68
"{chocolate,grated cheese}",0.0109318757499,82
"{french fries,grated cheese}",0.0103986135181976,78
"{grated cheese,milk}",0.00786561791761099,59
"{grated cheese,green tea}",0.00786561791761099,59
"{grated cheese,ground beef}",0.0113318224236768,85
"{frozen vegetables,grated cheese}",0.00679909345420611,51
"{grated cheese,pancakes}",0.00693240901213172,52
"{burgers,grated cheese}",0.00546593787495001,41
"{cake,grated cheese}",0.00479936008532196,36
"{grated cheese,shrimp}",0.00439941341154513,33
"{grated cheese,olive oil}",0.00626583122250367,47
"{grated cheese,tomatoes}",0.00439941341154513,33
"{grated cheese,low fat yogurt}",0.00559925343287562,42
"{chicken,grated cheese}",0.00426609785361952,32
"{grated cheese,turkey}",0.00493267564324757,37
"{escalope,grated cheese}",0.00479936008532196,36
"{grated cheese,whole wheat rice}",0.00453272896947074,34
"{cooking oil,grated cheese}",0.00573256899080123,43
"{mineral water,olive oil,soup}",0.00519930675909879,39
"{mineral water,pancakes,soup}",0.00426609785361952,32
"{frozen vegetables,mineral water,soup}",0.00506599120117318,38
"{ground beef,mineral water,soup}",0.00506599120117318,38
"{milk,mineral water,soup}",0.00853219570723903,64
"{milk,soup,spaghetti}",0.00453272896947074,34
"{chocolate,mineral water,soup}",0.00559925343287562,42
"{eggs,mineral water,soup}",0.00493267564324757,37
"{mineral water,soup,spaghetti}",0.00746567124383416,56
"{mineral water,soup}",0.0230635915211305,173
"{soup,spaghetti}",0.0142647646980403,107
"{eggs,soup}",0.00906545793894147,68
"{chocolate,soup}",0.0101319824023464,76
"{french fries,soup}",0.00759898680175977,57
"{milk,soup}",0.0151979736035195,114
"{green tea,soup}",0.00706572457005733,53
"{ground beef,soup}",0.00973203572856952,73
"{frozen vegetables,soup}",0.0079989334755366,60
"{pancakes,soup}",0.00679909345420611,51
"{burgers,soup}",0.00626583122250367,47
"{cake,soup}",0.00613251566457806,46
"{shrimp,soup}",0.00559925343287562,42
"{olive oil,soup}",0.00893214238101587,67
"{soup,tomatoes}",0.00693240901213172,52
"{low fat yogurt,soup}",0.00573256899080123,43
"{chicken,soup}",0.00599920010665245,45
"{soup,turkey}",0.00493267564324757,37
"{cooking oil,soup}",0.0053326223170244,40
"{cooking oil,mineral water,pancakes}",0.00466604452739635,35
"{cooking oil,ground beef,spaghetti}",0.00479936008532196,36
"{cooking oil,milk,mineral water}",0.00466604452739635,35
"{chocolate,cooking oil,milk}",0.00439941341154513,33
"{chocolate,cooking oil,mineral water}",0.00573256899080123,43
"{chocolate,cooking oil,spaghetti}",0.00439941341154513,33
"{chocolate,cooking oil,eggs}",0.00453272896947074,34
"{cooking oil,eggs,mineral water}",0.00639914678042928,48
"{cooking oil,eggs,spaghetti}",0.00413278229569391,31
"{cooking oil,mineral water,spaghetti}",0.00759898680175977,57
"{cooking oil,mineral water}",0.0201306492467671,151
"{cooking oil,spaghetti}",0.0158645513931476,119
"{cooking oil,eggs}",0.0117317690974537,88
"{chocolate,cooking oil}",0.0135981869084122,102
"{cooking oil,french fries}",0.00786561791761099,59
"{cooking oil,milk}",0.0114651379816025,86
"{cooking oil,green tea}",0.00706572457005733,53
"{cooking oil,ground beef}",0.00839888014931343,63
"{cooking oil,frozen vegetables}",0.00679909345420611,51
"{cooking oil,pancakes}",0.00786561791761099,59
"{burgers,cooking oil}",0.00573256899080123,43
"{cake,cooking oil}",0.00493267564324757,37
"{cooking oil,shrimp}",0.00599920010665245,45
"{cooking oil,olive oil}",0.00506599120117318,38
"{cooking oil,tomatoes}",0.0066657778962805,50
"{cooking oil,low fat yogurt}",0.00653246233835489,49
"{cooking oil,frozen smoothie}",0.00479936008532196,36
"{chicken,cooking oil}",0.00679909345420611,51
"{cooking oil,turkey}",0.00573256899080123,43
"{cooking oil,escalope}",0.0053326223170244,40
"{cooking oil,whole wheat rice}",0.00546593787495001,41
"{mineral water,pancakes,whole wheat rice}",0.00413278229569391,31
"{frozen vegetables,mineral water,whole wheat rice}",0.00439941341154513,33
"{milk,mineral water,whole wheat rice}",0.00506599120117318,38
"{chocolate,spaghetti,whole wheat rice}",0.00413278229569391,31
"{mineral water,spaghetti,whole wheat rice}",0.00626583122250367,47
"{mineral water,whole wheat rice}",0.0201306492467671,151
"{spaghetti,whole wheat rice}",0.0141314491401147,106
"{eggs,whole wheat rice}",0.0109318757499,82
"{chocolate,whole wheat rice}",0.0119984002133049,90
"{french fries,whole wheat rice}",0.0105319290761232,79
"{milk,whole wheat rice}",0.0118650846553793,89
"{green tea,whole wheat rice}",0.00906545793894147,68
"{ground beef,whole wheat rice}",0.0081322490334622,61
"{frozen vegetables,whole wheat rice}",0.00906545793894147,68
"{pancakes,whole wheat rice}",0.00693240901213172,52
"{burgers,whole wheat rice}",0.00893214238101587,67
"{cake,whole wheat rice}",0.00773230235968538,58
"{shrimp,whole wheat rice}",0.00586588454872684,44
"{tomatoes,whole wheat rice}",0.00599920010665245,45
"{low fat yogurt,whole wheat rice}",0.00653246233835489,49
"{frozen smoothie,whole wheat rice}",0.00599920010665245,45
"{chicken,whole wheat rice}",0.00546593787495001,41
"{turkey,whole wheat rice}",0.00706572457005733,53
"{escalope,whole wheat rice}",0.00519930675909879,39
"{chocolate,escalope,french fries}",0.00519930675909879,39
"{chocolate,escalope,mineral water}",0.00559925343287562,42
"{chocolate,escalope,spaghetti}",0.00439941341154513,33
"{escalope,mineral water,spaghetti}",0.00479936008532196,36
"{escalope,mineral water}",0.0170643914144781,128
"{escalope,spaghetti}",0.013998133582189,105
"{eggs,escalope}",0.0110651913078256,83
"{chocolate,escalope}",0.0175976536461805,132
